Term	Term_Type	Gene_count	Gene_list
GO:0032421~stereocilium bundle	GOTERM_FAT_CC	71	
GO:0032426~stereocilium tip	GOTERM_FAT_CC	21	
GO:0032432~actin filament bundle	GOTERM_FAT_CC	99	
GO:0032433~filopodium tip	GOTERM_FAT_CC	21	
GO:0032437~cuticular plate	GOTERM_FAT_CC	12	
GO:0032444~activin responsive factor complex	GOTERM_FAT_CC	3	
GO:0032449~CBM complex	GOTERM_FAT_CC	4	
GO:0032473~cytoplasmic side of mitochondrial outer membrane	GOTERM_FAT_CC	2	
GO:0032541~cortical endoplasmic reticulum	GOTERM_FAT_CC	8	
GO:0032545~CURI complex	GOTERM_FAT_CC	2	
GO:0032580~Golgi cisterna membrane	GOTERM_FAT_CC	73	
GO:0032584~growth cone membrane	GOTERM_FAT_CC	9	
GO:0032585~multivesicular body membrane	GOTERM_FAT_CC	27	
GO:0032587~ruffle membrane	GOTERM_FAT_CC	101	
GO:0032588~trans-Golgi network membrane	GOTERM_FAT_CC	47	
GO:0032589~neuron projection membrane	GOTERM_FAT_CC	72	
GO:0032590~dendrite membrane	GOTERM_FAT_CC	53	
GO:0032591~dendritic spine membrane	GOTERM_FAT_CC	17	
GO:0032592~integral component of mitochondrial membrane	GOTERM_FAT_CC	84	
GO:0032593~insulin-responsive compartment	GOTERM_FAT_CC	11	
GO:0032777~Piccolo NuA4 histone acetyltransferase complex	GOTERM_FAT_CC	4	
GO:0032783~ELL-EAF complex	GOTERM_FAT_CC	7	
GO:0032797~SMN complex	GOTERM_FAT_CC	10	
GO:0032798~Swi5-Sfr1 complex	GOTERM_FAT_CC	2	
GO:0032806~carboxy-terminal domain protein kinase complex	GOTERM_FAT_CC	21	
GO:0032807~DNA ligase IV complex	GOTERM_FAT_CC	3	
GO:0032809~neuronal cell body membrane	GOTERM_FAT_CC	38	
GO:0032838~cell projection cytoplasm	GOTERM_FAT_CC	107	
GO:0032839~dendrite cytoplasm	GOTERM_FAT_CC	41	
GO:0032936~SREBP-SCAP complex	GOTERM_FAT_CC	1	
GO:0032937~SREBP-SCAP-Insig complex	GOTERM_FAT_CC	3	
GO:0032982~myosin filament	GOTERM_FAT_CC	23	
GO:0032983~kainate selective glutamate receptor complex	GOTERM_FAT_CC	6	
GO:0032993~protein-DNA complex	GOTERM_FAT_CC	258	
GO:0032994~protein-lipid complex	GOTERM_FAT_CC	50	
GO:0032996~Bcl3-Bcl10 complex	GOTERM_FAT_CC	1	
GO:0032997~Fc receptor complex	GOTERM_FAT_CC	5	
GO:0032998~Fc-epsilon receptor I complex	GOTERM_FAT_CC	3	
GO:0033001~Fc-gamma receptor III complex	GOTERM_FAT_CC	3	
GO:0033010~paranodal junction	GOTERM_FAT_CC	11	
GO:0033011~perinuclear theca	GOTERM_FAT_CC	5	
GO:0033017~sarcoplasmic reticulum membrane	GOTERM_FAT_CC	39	
GO:0033018~sarcoplasmic reticulum lumen	GOTERM_FAT_CC	7	
GO:0033061~DNA recombinase mediator complex	GOTERM_FAT_CC	7	
GO:0033063~Rad51B-Rad51C-Rad51D-XRCC2 complex	GOTERM_FAT_CC	4	
GO:0033065~Rad51C-XRCC3 complex	GOTERM_FAT_CC	2	
GO:0033093~Weibel-Palade body	GOTERM_FAT_CC	6	
GO:0033100~NuA3 histone acetyltransferase complex	GOTERM_FAT_CC	1	
GO:0033106~cis-Golgi network membrane	GOTERM_FAT_CC	29	
GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	GOTERM_FAT_CC	53	
GO:0033150~cytoskeletal calyx	GOTERM_FAT_CC	2	
GO:0033162~melanosome membrane	GOTERM_FAT_CC	18	
GO:0033165~interphotoreceptor matrix	GOTERM_FAT_CC	5	
GO:0033176~proton-transporting V-type ATPase complex	GOTERM_FAT_CC	29	
GO:0033177~proton-transporting two-sector ATPase complex, proton-transporting domain	GOTERM_FAT_CC	25	
GO:0033178~proton-transporting two-sector ATPase complex, catalytic domain	GOTERM_FAT_CC	18	
GO:0033179~proton-transporting V-type ATPase, V0 domain	GOTERM_FAT_CC	10	
GO:0033180~proton-transporting V-type ATPase, V1 domain	GOTERM_FAT_CC	11	
GO:0033181~plasma membrane proton-transporting V-type ATPase complex	GOTERM_FAT_CC	4	
GO:0033185~dolichol-phosphate-mannose synthase complex	GOTERM_FAT_CC	3	
GO:0033186~CAF-1 complex	GOTERM_FAT_CC	3	
GO:0033202~DNA helicase complex	GOTERM_FAT_CC	17	
GO:0033256~I-kappaB/NF-kappaB complex	GOTERM_FAT_CC	2	
GO:0033257~Bcl3/NF-kappaB2 complex	GOTERM_FAT_CC	2	
GO:0033263~CORVET complex	GOTERM_FAT_CC	7	
GO:0033267~axon part	GOTERM_FAT_CC	279	
GO:0033268~node of Ranvier	GOTERM_FAT_CC	20	
GO:0033269~internode region of axon	GOTERM_FAT_CC	4	
GO:0033270~paranode region of axon	GOTERM_FAT_CC	17	
GO:0033276~transcription factor TFTC complex	GOTERM_FAT_CC	18	
GO:0033290~eukaryotic 48S preinitiation complex	GOTERM_FAT_CC	15	
GO:0033291~eukaryotic 80S initiation complex	GOTERM_FAT_CC	1	
GO:0033391~chromatoid body	GOTERM_FAT_CC	17	
GO:0033503~HULC complex	GOTERM_FAT_CC	4	
GO:0033553~rDNA heterochromatin	GOTERM_FAT_CC	5	
GO:0033557~Slx1-Slx4 complex	GOTERM_FAT_CC	2	
GO:0033565~ESCRT-0 complex	GOTERM_FAT_CC	2	
GO:0033588~Elongator holoenzyme complex	GOTERM_FAT_CC	7	
GO:0033593~BRCA2-MAGE-D1 complex	GOTERM_FAT_CC	1	
GO:0033596~TSC1-TSC2 complex	GOTERM_FAT_CC	3	
GO:0033597~mitotic checkpoint complex	GOTERM_FAT_CC	4	
GO:0033643~host cell part	GOTERM_FAT_CC	11	
GO:0033646~host intracellular part	GOTERM_FAT_CC	10	
GO:0033655~host cell cytoplasm part	GOTERM_FAT_CC	10	
GO:0034045~pre-autophagosomal structure membrane	GOTERM_FAT_CC	18	
GO:0034066~RIC1-RGP1 guanyl-nucleotide exchange factor complex	GOTERM_FAT_CC	2	
GO:0034098~VCP-NPL4-UFD1 AAA ATPase complex	GOTERM_FAT_CC	8	
GO:0034245~mitochondrial DNA-directed RNA polymerase complex	GOTERM_FAT_CC	1	
GO:0034271~phosphatidylinositol 3-kinase complex, class III, type I	GOTERM_FAT_CC	4	
GO:0034272~phosphatidylinositol 3-kinase complex, class III, type II	GOTERM_FAT_CC	4	
GO:0034274~Atg12-Atg5-Atg16 complex	GOTERM_FAT_CC	5	
GO:0034358~plasma lipoprotein particle	GOTERM_FAT_CC	47	
GO:0034359~mature chylomicron	GOTERM_FAT_CC	1	
GO:0034361~very-low-density lipoprotein particle	GOTERM_FAT_CC	30	
GO:0034362~low-density lipoprotein particle	GOTERM_FAT_CC	14	
GO:0034363~intermediate-density lipoprotein particle	GOTERM_FAT_CC	7	
GO:0034364~high-density lipoprotein particle	GOTERM_FAT_CC	38	
GO:0034365~discoidal high-density lipoprotein particle	GOTERM_FAT_CC	3	
GO:0034366~spherical high-density lipoprotein particle	GOTERM_FAT_CC	9	
GO:0034385~triglyceride-rich plasma lipoprotein particle	GOTERM_FAT_CC	30	
GO:0034388~Pwp2p-containing subcomplex of 90S preribosome	GOTERM_FAT_CC	5	
GO:0034399~nuclear periphery	GOTERM_FAT_CC	160	
GO:0034423~autophagosome lumen	GOTERM_FAT_CC	1	
GO:0034451~centriolar satellite	GOTERM_FAT_CC	117	
GO:0034455~t-UTP complex	GOTERM_FAT_CC	3	
GO:0034456~UTP-C complex	GOTERM_FAT_CC	2	
GO:0034457~Mpp10 complex	GOTERM_FAT_CC	3	
GO:0034464~BBSome	GOTERM_FAT_CC	8	
GO:0034466~chromaffin granule lumen	GOTERM_FAT_CC	2	
GO:0034506~chromosome, centromeric core domain	GOTERM_FAT_CC	12	
GO:0034515~proteasome storage granule	GOTERM_FAT_CC	3	
GO:0034518~RNA cap binding complex	GOTERM_FAT_CC	13	
GO:0034592~synaptic vesicle lumen	GOTERM_FAT_CC	1	
GO:0034657~GID complex	GOTERM_FAT_CC	5	
GO:0034663~endoplasmic reticulum chaperone complex	GOTERM_FAT_CC	12	
GO:0034665~integrin alpha1-beta1 complex	GOTERM_FAT_CC	2	
GO:0034666~integrin alpha2-beta1 complex	GOTERM_FAT_CC	3	
GO:0034667~integrin alpha3-beta1 complex	GOTERM_FAT_CC	2	
GO:0034668~integrin alpha4-beta1 complex	GOTERM_FAT_CC	1	
GO:0034669~integrin alpha4-beta7 complex	GOTERM_FAT_CC	2	
GO:0034673~inhibin-betaglycan-ActRII complex	GOTERM_FAT_CC	3	
GO:0034674~integrin alpha5-beta1 complex	GOTERM_FAT_CC	2	
GO:0034676~integrin alpha6-beta4 complex	GOTERM_FAT_CC	1	
GO:0034677~integrin alpha7-beta1 complex	GOTERM_FAT_CC	2	
GO:0034679~integrin alpha9-beta1 complex	GOTERM_FAT_CC	3	
GO:0034680~integrin alpha10-beta1 complex	GOTERM_FAT_CC	2	
GO:0034681~integrin alpha11-beta1 complex	GOTERM_FAT_CC	2	
GO:0034683~integrin alphav-beta3 complex	GOTERM_FAT_CC	3	
GO:0034684~integrin alphav-beta5 complex	GOTERM_FAT_CC	2	
GO:0034685~integrin alphav-beta6 complex	GOTERM_FAT_CC	2	
GO:0034686~integrin alphav-beta8 complex	GOTERM_FAT_CC	2	
GO:0034687~integrin alphaL-beta2 complex	GOTERM_FAT_CC	3	
GO:0034688~integrin alphaM-beta2 complex	GOTERM_FAT_CC	2	
GO:0034693~U11/U12 snRNP	GOTERM_FAT_CC	1	
GO:0034702~ion channel complex	GOTERM_FAT_CC	301	
GO:0034703~cation channel complex	GOTERM_FAT_CC	228	
GO:0034704~calcium channel complex	GOTERM_FAT_CC	70	
GO:0034705~potassium channel complex	GOTERM_FAT_CC	90	
GO:0034706~sodium channel complex	GOTERM_FAT_CC	28	
GO:0034707~chloride channel complex	GOTERM_FAT_CC	50	
GO:0034708~methyltransferase complex	GOTERM_FAT_CC	109	
GO:0034709~methylosome	GOTERM_FAT_CC	13	
GO:0034715~pICln-Sm protein complex	GOTERM_FAT_CC	7	
GO:0034718~SMN-Gemin2 complex	GOTERM_FAT_CC	1	
GO:0034719~SMN-Sm protein complex	GOTERM_FAT_CC	16	
GO:0034750~Scrib-APC-beta-catenin complex	GOTERM_FAT_CC	3	
GO:0034751~aryl hydrocarbon receptor complex	GOTERM_FAT_CC	8	
GO:0034752~cytosolic aryl hydrocarbon receptor complex	GOTERM_FAT_CC	1	
GO:0034753~nuclear aryl hydrocarbon receptor complex	GOTERM_FAT_CC	1	
GO:0034774~secretory granule lumen	GOTERM_FAT_CC	17	
GO:0034777~recycling endosome lumen	GOTERM_FAT_CC	1	
GO:0034967~Set3 complex	GOTERM_FAT_CC	2	
GO:0034974~Swi5-Swi2 complex	GOTERM_FAT_CC	1	
GO:0034990~nuclear mitotic cohesin complex	GOTERM_FAT_CC	4	
GO:0034991~nuclear meiotic cohesin complex	GOTERM_FAT_CC	8	
GO:0034992~microtubule organizing center attachment site	GOTERM_FAT_CC	11	
GO:0034993~LINC complex	GOTERM_FAT_CC	11	
GO:0034998~oligosaccharyltransferase I complex	GOTERM_FAT_CC	2	
GO:0035000~oligosaccharyltransferase III complex	GOTERM_FAT_CC	1	
GO:0035003~subapical complex	GOTERM_FAT_CC	6	
GO:0035032~phosphatidylinositol 3-kinase complex, class III	GOTERM_FAT_CC	8	
GO:0035060~brahma complex	GOTERM_FAT_CC	14	
GO:0035061~interchromatin granule	GOTERM_FAT_CC	5	
GO:0035097~histone methyltransferase complex	GOTERM_FAT_CC	78	
GO:0035098~ESC/E(Z) complex	GOTERM_FAT_CC	18	
GO:0035101~FACT complex	GOTERM_FAT_CC	4	
GO:0035102~PRC1 complex	GOTERM_FAT_CC	16	
GO:0035145~exon-exon junction complex	GOTERM_FAT_CC	22	
GO:0035189~Rb-E2F complex	GOTERM_FAT_CC	4	
GO:0035253~ciliary rootlet	GOTERM_FAT_CC	17	
GO:0035267~NuA4 histone acetyltransferase complex	GOTERM_FAT_CC	27	
GO:0035327~transcriptionally active chromatin	GOTERM_FAT_CC	24	
GO:0035339~SPOTS complex	GOTERM_FAT_CC	5	
GO:0035354~Toll-like receptor 1-Toll-like receptor 2 protein complex	GOTERM_FAT_CC	2	
GO:0035355~Toll-like receptor 2-Toll-like receptor 6 protein complex	GOTERM_FAT_CC	2	
GO:0035363~histone locus body	GOTERM_FAT_CC	4	
GO:0035370~UBC13-UEV1A complex	GOTERM_FAT_CC	2	
GO:0035371~microtubule plus-end	GOTERM_FAT_CC	25	
GO:0035517~PR-DUB complex	GOTERM_FAT_CC	4	
GO:0035525~NF-kappaB p50/p65 complex	GOTERM_FAT_CC	1	
GO:0035577~azurophil granule membrane	GOTERM_FAT_CC	2	
GO:0035578~azurophil granule lumen	GOTERM_FAT_CC	2	
GO:0035579~specific granule membrane	GOTERM_FAT_CC	1	
GO:0035631~CD40 receptor complex	GOTERM_FAT_CC	11	
GO:0035632~mitochondrial prohibitin complex	GOTERM_FAT_CC	2	
GO:0035657~eRF1 methyltransferase complex	GOTERM_FAT_CC	1	
GO:0035658~Mon1-Ccz1 complex	GOTERM_FAT_CC	4	
GO:0035686~sperm fibrous sheath	GOTERM_FAT_CC	15	
GO:0035692~macrophage migration inhibitory factor receptor complex	GOTERM_FAT_CC	2	
GO:0035693~NOS2-CD74 complex	GOTERM_FAT_CC	1	
GO:0035748~myelin sheath abaxonal region	GOTERM_FAT_CC	9	
GO:0035749~myelin sheath adaxonal region	GOTERM_FAT_CC	6	
GO:0035770~ribonucleoprotein granule	GOTERM_FAT_CC	269	
GO:0035805~egg coat	GOTERM_FAT_CC	4	
GO:0035838~growing cell tip	GOTERM_FAT_CC	3	
GO:0035841~new growing cell tip	GOTERM_FAT_CC	2	
GO:0035859~Seh1-associated complex	GOTERM_FAT_CC	15	
GO:0035861~site of double-strand break	GOTERM_FAT_CC	75	
GO:0035866~alphav-beta3 integrin-PKCalpha complex	GOTERM_FAT_CC	2	
GO:0035867~alphav-beta3 integrin-IGF-1-IGF1R complex	GOTERM_FAT_CC	4	
GO:0035868~alphav-beta3 integrin-HMGB1 complex	GOTERM_FAT_CC	3	
GO:0035869~ciliary transition zone	GOTERM_FAT_CC	78	
GO:0035976~transcription factor AP-1 complex	GOTERM_FAT_CC	5	
GO:0035985~senescence-associated heterochromatin focus	GOTERM_FAT_CC	5	
GO:0036019~endolysosome	GOTERM_FAT_CC	11	
GO:0036020~endolysosome membrane	GOTERM_FAT_CC	6	
GO:0036024~protein C inhibitor-TMPRSS7 complex	GOTERM_FAT_CC	1	
GO:0036025~protein C inhibitor-TMPRSS11E complex	GOTERM_FAT_CC	1	
GO:0036026~protein C inhibitor-PLAT complex	GOTERM_FAT_CC	1	
GO:0036027~protein C inhibitor-PLAU complex	GOTERM_FAT_CC	1	
GO:0036028~protein C inhibitor-thrombin complex	GOTERM_FAT_CC	1	
GO:0036029~protein C inhibitor-KLK3 complex	GOTERM_FAT_CC	1	
GO:0036030~protein C inhibitor-plasma kallikrein complex	GOTERM_FAT_CC	1	
GO:0036038~MKS complex	GOTERM_FAT_CC	14	
GO:0036053~glomerular endothelium fenestra	GOTERM_FAT_CC	1	
GO:0036056~filtration diaphragm	GOTERM_FAT_CC	10	
GO:0036057~slit diaphragm	GOTERM_FAT_CC	10	
GO:0036064~ciliary basal body	GOTERM_FAT_CC	182	
GO:0036117~hyaluranon cable	GOTERM_FAT_CC	2	
GO:0036125~fatty acid beta-oxidation multienzyme complex	GOTERM_FAT_CC	2	
GO:0036126~sperm flagellum	GOTERM_FAT_CC	178	
GO:0036128~CatSper complex	GOTERM_FAT_CC	17	
GO:0036156~inner dynein arm	GOTERM_FAT_CC	12	
GO:0036157~outer dynein arm	GOTERM_FAT_CC	12	
GO:0036186~early phagosome membrane	GOTERM_FAT_CC	2	
GO:0036194~muscle cell projection	GOTERM_FAT_CC	3	
GO:0036195~muscle cell projection membrane	GOTERM_FAT_CC	3	
GO:0036284~tubulobulbar complex	GOTERM_FAT_CC	3	
GO:0036379~myofilament	GOTERM_FAT_CC	27	
GO:0036387~pre-replicative complex	GOTERM_FAT_CC	2	
GO:0036396~MIS complex	GOTERM_FAT_CC	8	
GO:0036398~TCR signalosome	GOTERM_FAT_CC	2	
GO:0036409~histone H3-K14 acetyltransferase complex	GOTERM_FAT_CC	2	
GO:0036449~microtubule minus-end	GOTERM_FAT_CC	7	
GO:0036452~ESCRT complex	GOTERM_FAT_CC	26	
GO:0036454~growth factor complex	GOTERM_FAT_CC	7	
GO:0036457~keratohyalin granule	GOTERM_FAT_CC	4	
GO:0036464~cytoplasmic ribonucleoprotein granule	GOTERM_FAT_CC	251	
GO:0036477~somatodendritic compartment	GOTERM_FAT_CC	1168	
GO:0036488~CHOP-C/EBP complex	GOTERM_FAT_CC	3	
GO:0036501~UFD1-NPL4 complex	GOTERM_FAT_CC	2	
GO:0036502~Derlin-1-VIMP complex	GOTERM_FAT_CC	2	
GO:0036513~Derlin-1 retrotranslocation complex	GOTERM_FAT_CC	8	
GO:0038037~G-protein coupled receptor dimeric complex	GOTERM_FAT_CC	7	
GO:0038038~G-protein coupled receptor homodimeric complex	GOTERM_FAT_CC	1	
GO:0038039~G-protein coupled receptor heterodimeric complex	GOTERM_FAT_CC	3	
GO:0038045~large latent transforming growth factor-beta complex	GOTERM_FAT_CC	1	
GO:0038143~ERBB3:ERBB2 complex	GOTERM_FAT_CC	2	
GO:0038201~TOR complex	GOTERM_FAT_CC	14	
GO:0042022~interleukin-12 receptor complex	GOTERM_FAT_CC	7	
GO:0042101~T cell receptor complex	GOTERM_FAT_CC	20	
GO:0042105~alpha-beta T cell receptor complex	GOTERM_FAT_CC	9	
GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network	GOTERM_FAT_CC	1093	
GO:0042272~nuclear RNA export factor complex	GOTERM_FAT_CC	7	
GO:0042382~paraspeckles	GOTERM_FAT_CC	9	
GO:0042383~sarcolemma	GOTERM_FAT_CC	179	
GO:0042405~nuclear inclusion body	GOTERM_FAT_CC	13	
GO:0042406~extrinsic component of endoplasmic reticulum membrane	GOTERM_FAT_CC	9	
GO:0042470~melanosome	GOTERM_FAT_CC	106	
GO:0042555~MCM complex	GOTERM_FAT_CC	12	
GO:0042564~NLS-dependent protein nuclear import complex	GOTERM_FAT_CC	9	
GO:0042565~RNA nuclear export complex	GOTERM_FAT_CC	4	
GO:0042567~insulin-like growth factor ternary complex	GOTERM_FAT_CC	4	
GO:0042568~insulin-like growth factor binary complex	GOTERM_FAT_CC	2	
GO:0042571~immunoglobulin complex, circulating	GOTERM_FAT_CC	140	
GO:0042575~DNA polymerase complex	GOTERM_FAT_CC	16	
GO:0042579~microbody	GOTERM_FAT_CC	152	
GO:0042581~specific granule	GOTERM_FAT_CC	15	
GO:0042582~azurophil granule	GOTERM_FAT_CC	21	
GO:0042583~chromaffin granule	GOTERM_FAT_CC	14	
GO:0042584~chromaffin granule membrane	GOTERM_FAT_CC	9	
GO:0042585~germinal vesicle	GOTERM_FAT_CC	4	
GO:0042587~glycogen granule	GOTERM_FAT_CC	8	
GO:0042588~zymogen granule	GOTERM_FAT_CC	27	
GO:0042589~zymogen granule membrane	GOTERM_FAT_CC	16	
GO:0042599~lamellar body	GOTERM_FAT_CC	16	
GO:0042611~MHC protein complex	GOTERM_FAT_CC	40	
GO:0042612~MHC class I protein complex	GOTERM_FAT_CC	27	
GO:0042613~MHC class II protein complex	GOTERM_FAT_CC	14	
GO:0042622~photoreceptor outer segment membrane	GOTERM_FAT_CC	14	
GO:0042627~chylomicron	GOTERM_FAT_CC	13	
GO:0042629~mast cell granule	GOTERM_FAT_CC	7	
GO:0042641~actomyosin	GOTERM_FAT_CC	99	
GO:0042642~actomyosin, myosin complex part	GOTERM_FAT_CC	1	
GO:0042645~mitochondrial nucleoid	GOTERM_FAT_CC	48	
GO:0042709~succinate-CoA ligase complex	GOTERM_FAT_CC	3	
GO:0042719~mitochondrial intermembrane space protein transporter complex	GOTERM_FAT_CC	6	
GO:0042720~mitochondrial inner membrane peptidase complex	GOTERM_FAT_CC	2	
GO:0042721~mitochondrial inner membrane protein insertion complex	GOTERM_FAT_CC	7	
GO:0042734~presynaptic membrane	GOTERM_FAT_CC	215	
GO:0042765~GPI-anchor transamidase complex	GOTERM_FAT_CC	5	
GO:0042788~polysomal ribosome	GOTERM_FAT_CC	35	
GO:0042824~MHC class I peptide loading complex	GOTERM_FAT_CC	17	
GO:0042825~TAP complex	GOTERM_FAT_CC	3	
GO:0042827~platelet dense granule	GOTERM_FAT_CC	4	
GO:0043005~neuron projection	GOTERM_FAT_CC	1587	
GO:0043020~NADPH oxidase complex	GOTERM_FAT_CC	12	
GO:0043025~neuronal cell body	GOTERM_FAT_CC	793	
GO:0043034~costamere	GOTERM_FAT_CC	19	
GO:0043073~germ cell nucleus	GOTERM_FAT_CC	107	
GO:0043083~synaptic cleft	GOTERM_FAT_CC	23	
GO:0043159~acrosomal matrix	GOTERM_FAT_CC	5	
GO:0043160~acrosomal lumen	GOTERM_FAT_CC	3	
GO:0043186~P granule	GOTERM_FAT_CC	22	
GO:0043189~H4/H2A histone acetyltransferase complex	GOTERM_FAT_CC	27	
GO:0043190~ATP-binding cassette (ABC) transporter complex	GOTERM_FAT_CC	2	
GO:0043194~axon initial segment	GOTERM_FAT_CC	27	
GO:0043195~terminal bouton	GOTERM_FAT_CC	93	
GO:0043196~varicosity	GOTERM_FAT_CC	15	
GO:0043197~dendritic spine	GOTERM_FAT_CC	226	
GO:0043198~dendritic shaft	GOTERM_FAT_CC	71	
GO:0043202~lysosomal lumen	GOTERM_FAT_CC	22	
GO:0043203~axon hillock	GOTERM_FAT_CC	9	
GO:0043204~perikaryon	GOTERM_FAT_CC	219	
GO:0043209~myelin sheath	GOTERM_FAT_CC	215	
GO:0043218~compact myelin	GOTERM_FAT_CC	20	
GO:0043219~lateral loop	GOTERM_FAT_CC	7	
GO:0043220~Schmidt-Lanterman incisure	GOTERM_FAT_CC	15	
GO:0043230~extracellular organelle	GOTERM_FAT_CC	131	
GO:0043235~receptor complex	GOTERM_FAT_CC	439	
GO:0043240~Fanconi anaemia nuclear complex	GOTERM_FAT_CC	14	
GO:0043256~laminin complex	GOTERM_FAT_CC	12	
GO:0043257~laminin-8 complex	GOTERM_FAT_CC	1	
GO:0043259~laminin-10 complex	GOTERM_FAT_CC	3	
GO:0043265~ectoplasm	GOTERM_FAT_CC	1	
GO:0043291~RAVE complex	GOTERM_FAT_CC	3	
GO:0043292~contractile fiber	GOTERM_FAT_CC	257	
GO:0043293~apoptosome	GOTERM_FAT_CC	4	
GO:0043296~apical junction complex	GOTERM_FAT_CC	173	
GO:0043505~CENP-A containing nucleosome	GOTERM_FAT_CC	11	
GO:0043509~activin A complex	GOTERM_FAT_CC	1	
GO:0043511~inhibin complex	GOTERM_FAT_CC	3	
GO:0043512~inhibin A complex	GOTERM_FAT_CC	2	
GO:0043513~inhibin B complex	GOTERM_FAT_CC	2	
GO:0043514~interleukin-12 complex	GOTERM_FAT_CC	2	
GO:0043527~tRNA methyltransferase complex	GOTERM_FAT_CC	6	
GO:0043529~GET complex	GOTERM_FAT_CC	3	
GO:0043540~6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	GOTERM_FAT_CC	1	
GO:0043541~UDP-N-acetylglucosamine transferase complex	GOTERM_FAT_CC	4	
GO:0043564~Ku70:Ku80 complex	GOTERM_FAT_CC	3	
GO:0043596~nuclear replication fork	GOTERM_FAT_CC	42	
GO:0043601~nuclear replisome	GOTERM_FAT_CC	26	
GO:0043614~multi-eIF complex	GOTERM_FAT_CC	2	
GO:0043625~delta DNA polymerase complex	GOTERM_FAT_CC	4	
GO:0043626~PCNA complex	GOTERM_FAT_CC	1	
GO:0043656~intracellular region of host	GOTERM_FAT_CC	10	
GO:0043657~host cell	GOTERM_FAT_CC	13	
GO:0043679~axon terminus	GOTERM_FAT_CC	201	
GO:0044194~cytolytic granule	GOTERM_FAT_CC	12	
GO:0044207~translation initiation ternary complex	GOTERM_FAT_CC	1	
GO:0044214~spanning component of plasma membrane	GOTERM_FAT_CC	13	
GO:0044215~other organism	GOTERM_FAT_CC	14	
GO:0044216~other organism cell	GOTERM_FAT_CC	14	
GO:0044217~other organism part	GOTERM_FAT_CC	14	
GO:0044218~other organism cell membrane	GOTERM_FAT_CC	1	
GO:0044224~juxtaparanode region of axon	GOTERM_FAT_CC	10	
GO:0044225~apical pole of neuron	GOTERM_FAT_CC	1	
GO:0044228~host cell surface	GOTERM_FAT_CC	1	
GO:0044232~organelle membrane contact site	GOTERM_FAT_CC	31	
GO:0044233~ER-mitochondrion membrane contact site	GOTERM_FAT_CC	20	
GO:0044279~other organism membrane	GOTERM_FAT_CC	1	
GO:0044280~subplasmalemmal coating	GOTERM_FAT_CC	1	
GO:0044284~mitochondrial crista junction	GOTERM_FAT_CC	1	
GO:0044289~contact site	GOTERM_FAT_CC	1	
GO:0044291~cell-cell contact zone	GOTERM_FAT_CC	90	
GO:0044292~dendrite terminus	GOTERM_FAT_CC	20	
GO:0044294~dendritic growth cone	GOTERM_FAT_CC	12	
GO:0044295~axonal growth cone	GOTERM_FAT_CC	46	
GO:0044297~cell body	GOTERM_FAT_CC	885	
GO:0044298~cell body membrane	GOTERM_FAT_CC	41	
GO:0044299~C-fiber	GOTERM_FAT_CC	4	
GO:0044300~cerebellar mossy fiber	GOTERM_FAT_CC	9	
GO:0044301~climbing fiber	GOTERM_FAT_CC	2	
GO:0044302~dentate gyrus mossy fiber	GOTERM_FAT_CC	9	
GO:0044303~axon collateral	GOTERM_FAT_CC	1	
GO:0044304~main axon	GOTERM_FAT_CC	85	
GO:0044305~calyx of Held	GOTERM_FAT_CC	29	
GO:0044306~neuron projection terminus	GOTERM_FAT_CC	224	
GO:0044307~dendritic branch	GOTERM_FAT_CC	6	
GO:0044308~axonal spine	GOTERM_FAT_CC	4	
GO:0044309~neuron spine	GOTERM_FAT_CC	232	
GO:0044316~cone cell pedicle	GOTERM_FAT_CC	5	
GO:0044317~rod spherule	GOTERM_FAT_CC	3	
GO:0044322~endoplasmic reticulum quality control compartment	GOTERM_FAT_CC	15	
GO:0044326~dendritic spine neck	GOTERM_FAT_CC	9	
GO:0044327~dendritic spine head	GOTERM_FAT_CC	18	
GO:0044352~pinosome	GOTERM_FAT_CC	8	
GO:0044354~macropinosome	GOTERM_FAT_CC	8	
GO:0044391~ribosomal subunit	GOTERM_FAT_CC	214	
GO:0044393~microspike	GOTERM_FAT_CC	4	
GO:0044420~extracellular matrix component	GOTERM_FAT_CC	158	
GO:0044421~extracellular region part	GOTERM_FAT_CC	2381	
GO:0044427~chromosomal part	GOTERM_FAT_CC	1186	
GO:0044429~mitochondrial part	GOTERM_FAT_CC	1034	
GO:0044431~Golgi apparatus part	GOTERM_FAT_CC	878	
GO:0044432~endoplasmic reticulum part	GOTERM_FAT_CC	1197	
GO:0044433~cytoplasmic vesicle part	GOTERM_FAT_CC	951	
GO:0044437~vacuolar part	GOTERM_FAT_CC	359	
GO:0044438~microbody part	GOTERM_FAT_CC	83	
GO:0044439~peroxisomal part	GOTERM_FAT_CC	83	
GO:0044440~endosomal part	GOTERM_FAT_CC	490	
GO:0044441~ciliary part	GOTERM_FAT_CC	564	
GO:0044445~cytosolic part	GOTERM_FAT_CC	306	
GO:0044447~axoneme part	GOTERM_FAT_CC	51	
GO:0044448~cell cortex part	GOTERM_FAT_CC	202	
GO:0044449~contractile fiber part	GOTERM_FAT_CC	237	
GO:0044450~microtubule organizing center part	GOTERM_FAT_CC	277	
